Id,Run1 (ms),Run2 (ms),Run3 (ms),Run4 (ms)
Id_67,292.50110000000046,289.50530000000003,289.5425999999996,289.4633999999997
Id_68,249.85590000000008,249.19120000000004,248.82080000000013,248.5831000000004
Id_69,379.8312,379.2538000000001,379.0233000000005,379.4318999999998
Id_70,392.7467000000002,392.39540000000045,392.1952999999999,392.3372000000005
Id_71,186.0449000000003,186.7995999999997,186.93929999999983,186.8067000000002
Id_72,282.76389999999986,280.7249000000005,281.3197999999996,281.4546999999998
Id_73,284.1701000000001,281.7693000000004,282.1149000000004,282.1536000000001
Id_74,186.8866000000002,187.5793999999998,187.64010000000005,187.4258000000001
Id_75,331.13939999999997,331.64119999999986,331.63330000000053,331.7568999999998
Id_76,225.94389999999973,223.58650000000006,223.79929999999985,223.25119999999973
Id_77,215.4779000000001,215.4608999999997,215.29409999999996,215.42719999999974
Id_78,248.5992,249.08719999999977,248.50229999999985,249.36369999999997
Id_79,234.01989999999984,232.91789999999983,232.87709999999967,233.0384999999997
Id_80,247.02599999999973,246.3596,246.89599999999965,246.65360000000013
Id_81,309.8148999999997,308.1392000000002,308.0560999999999,307.78610000000026
Id_82,177.51869999999985,176.16409999999982,175.9865999999998,176.063
Id_83,272.8000000000001,264.9252000000003,265.11629999999974,265.4255000000003
Id_84,272.94960000000003,265.3964000000002,265.14059999999967,265.34650000000033
Id_85,261.1750999999998,259.5412999999997,259.82899999999995,259.76710000000014
Id_86,239.97160000000002,240.2076000000003,240.6986999999997,240.75919999999988
Id_87,222.88469999999995,223.63710000000015,223.36220000000006,223.83350000000002
Id_88,275.3971999999998,269.84840000000014,270.4330999999996,269.86899999999974
Id_89,265.36719999999997,261.49569999999966,261.2657999999999,261.6576999999999
Id_90,178.87320000000003,179.10919999999984,179.06840000000003,179.47279999999998
Id_91,190.3874000000001,190.259,190.01899999999986,190.45799999999988
Id_92,190.27559999999966,189.66559999999998,188.42910000000015,187.92690000000005
Id_93,195.86740000000006,195.32200000000012,195.37070000000006,195.38320000000007
Id_94,160.6477000000001,160.44819999999996,160.4453999999999,161.14310000000012
Id_95,198.23140000000006,199.1777000000002,200.22830000000005,198.25030000000027
Id_96,252.22529999999998,252.68319999999972,252.6361000000002,252.5341000000002
Id_97,208.5157000000001,209.47339999999988,207.0609,208.09019999999998
Id_98,180.14439999999973,178.60110000000012,178.41080000000002,178.09729999999993
Id_99,241.28409999999985,241.46320000000037,241.4236999999998,241.1466
Id_100,229.60750000000016,229.37690000000043,230.17780000000025,230.3736000000004
Id_101,167.39479999999992,167.8706999999999,167.44440000000023,167.2572
Id_102,287.0769999999996,286.91539999999964,286.9344,286.8483000000004
Id_103,165.4716,165.64690000000024,165.86409999999992,165.36790000000008
Id_104,286.44080000000037,286.1011,286.15440000000007,286.2057999999998
Id_105,191.5651999999999,193.5251999999999,193.96830000000006,195.15189999999996
Id_106,165.7056999999998,165.18169999999986,165.74830000000003,165.6282
Id_107,203.41859999999983,205.9331999999999,202.82169999999994,203.7257
Id_108,267.1001999999998,267.25610000000034,266.9862999999999,267.4061999999997
Id_109,195.49699999999993,196.49869999999996,197.2370999999998,196.43029999999996
Id_110,186.62400000000002,186.39510000000027,185.73849999999996,185.85340000000025
Id_111,292.0068000000003,291.8888000000001,291.8096000000003,292.31449999999955
Id_112,213.35400000000016,213.42070000000024,211.97650000000016,213.24669999999983
Id_113,178.34009999999986,178.31040000000007,178.39920000000006,178.52580000000006
Id_114,291.8979000000006,291.50270000000006,291.8275000000002,291.7983999999996
Id_115,210.30879999999976,209.74169999999995,210.32350000000025,210.25549999999984
Id_116,280.56729999999965,280.2968999999998,280.34009999999984,280.3415999999997
Id_117,215.66470000000018,215.58989999999977,214.8448999999998,215.7776000000001
Id_118,208.56150000000008,208.4199,207.93889999999976,208.98550000000012
Id_119,195.15569999999974,195.31960000000024,195.70570000000032,195.4237000000001
Id_120,266.9121999999999,266.4113999999999,266.3562999999998,266.6022
Id_121,152.10790000000017,152.0203,152.1007000000001,151.97890000000018
Id_122,178.85780000000014,178.71580000000023,178.8366,178.80270000000002
Id_123,189.62709999999967,188.90330000000029,189.20559999999995,189.51720000000014
Id_124,198.27999999999966,199.18550000000002,199.18919999999997,198.4947000000001
Id_125,245.10250000000025,241.27410000000015,241.49589999999992,241.24619999999993
Id_126,338.24919999999963,340.31920000000014,341.0755000000006,340.4728
Id_127,244.89410000000032,246.53440000000023,245.18880000000004,248.01040000000012
Id_128,331.9287000000004,333.4328000000005,333.4522000000005,333.4088000000004
Id_129,298.30519999999945,297.02000000000004,296.52069999999947,296.4705999999997
Id_130,297.48219999999975,295.1564999999997,295.3492999999993,295.47170000000006
Id_131,183.08819999999986,183.60869999999989,183.678,183.25330000000008
Id_132,234.84959999999978,232.63729999999967,232.95760000000016,233.0478000000001
Id_133,310.1887999999996,307.5619000000002,307.7684000000002,307.6208999999997
Id_134,250.7768999999998,252.64299999999977,252.65930000000003,252.7927999999997
Id_135,243.19459999999992,241.33129999999986,241.50800000000046,241.25379999999976
Id_136,314.5233999999998,313.8846999999998,313.50500000000017,313.70499999999987
Id_137,246.30229999999992,244.72220000000027,245.03470000000016,244.69280000000015
Id_138,176.83199999999985,177.28630000000004,177.114,177.2322000000003
Id_139,190.95170000000036,189.59940000000006,189.88019999999975,190.53629999999976
Id_140,227.91839999999982,227.28200000000012,228.7048999999996,227.43199999999965
Id_141,171.70999999999995,171.57050000000004,171.75929999999994,171.7027999999999
Id_142,188.27329999999986,188.7483000000002,187.51359999999985,187.9620999999999
Id_143,269.0644999999996,269.3456999999997,269.3680000000001,269.3849999999999
Id_144,182.69209999999998,182.81130000000022,182.78109999999998,182.68670000000023
Id_145,191.82269999999986,191.6627000000002,188.83279999999996,190.76270000000005
Id_146,163.6723999999998,162.60389999999984,162.27750000000012,163.3334999999998
Id_147,173.92440000000005,172.87819999999988,173.17019999999974,173.31680000000014
Id_148,202.27059999999983,204.3240999999998,202.26600000000005,205.40989999999988
Id_149,241.16239999999993,241.53980000000013,241.24280000000002,241.1248
Id_150,159.8496000000003,159.35699999999994,159.23950000000008,159.74490000000006
Id_151,303.4648000000004,303.05939999999964,303.16959999999966,302.9426000000005
Id_152,160.78610000000032,160.59939999999983,160.1930999999999,160.54840000000004
Id_153,305.74140000000057,305.5191000000005,305.5274000000007,305.4791999999995
Id_154,292.82710000000014,293.3196999999998,293.3853999999998,293.1181000000001
Id_155,165.0211000000001,164.60770000000014,165.06520000000015,164.58790000000002
Id_156,276.16709999999995,276.14580000000007,275.8177000000004,276.0857000000003
Id_157,180.62479999999974,180.0620000000003,180.7212000000003,180.63899999999975
Id_158,267.1390999999998,267.42270000000025,266.9751000000003,267.3297
Id_159,201.47579999999982,202.42379999999966,201.70020000000022,199.98669999999984
Id_160,185.7359000000002,185.84760000000009,185.45860000000016,185.80820000000003
Id_161,298.58120000000025,298.4824999999996,298.19160000000045,298.3515000000004
Id_162,167.42260000000005,167.29059999999978,167.20750000000004,167.14349999999976
Id_163,185.63150000000016,185.57560000000026,185.6311999999998,186.3310000000001
Id_164,289.9119000000002,289.4178999999996,289.6309000000001,289.60529999999966
Id_165,179.66710000000032,180.64330000000007,179.9705000000002,179.80750000000006
Id_166,171.48489999999975,173.2210000000003,171.56220000000027,171.84279999999998
Id_167,177.25360000000018,173.86649999999995,177.07629999999997,173.23669999999964
Id_168,289.81580000000025,290.4807000000003,289.3772000000001,290.4468999999998
Id_169,194.33800000000002,195.0888999999999,193.96310000000003,193.63679999999985
Id_170,164.7156999999999,164.85100000000017,164.92300000000006,164.87490000000014
Id_171,196.16100000000023,195.3083999999999,195.31469999999987,196.5698000000002
Id_172,250.08260000000035,249.7288000000001,249.88129999999978,250.0817999999998
Id_173,227.0516,229.6459999999999,229.5899000000002,229.32800000000006
Id_174,231.6958000000002,234.99509999999972,234.61929999999978,234.7859999999999
Id_175,227.0613999999995,230.42200000000037,230.52909999999977,230.70460000000006
Id_176,221.92270000000025,224.67300000000006,225.11320000000032,224.8739999999997
Id_177,186.57719999999986,187.08110000000033,187.3177000000001,187.32389999999998
Id_178,246.28120000000024,241.68360000000007,240.59639999999973,241.74490000000017
Id_179,199.71410000000012,200.39589999999987,200.2670000000001,200.61099999999976
Id_180,304.3183000000002,301.86650000000026,301.7714999999997,301.77319999999975
Id_181,335.6918999999998,335.71579999999966,335.81669999999986,335.83119999999957
Id_182,266.1359999999999,263.7747000000003,263.30559999999963,263.8859999999998
Id_183,210.31440000000003,206.49020000000002,206.72589999999974,206.5717
Id_184,273.44310000000024,274.75089999999983,274.90500000000026,274.2596000000001
Id_185,292.49430000000046,289.2857000000004,289.4952999999996,289.6349000000002
Id_186,219.39690000000007,219.72489999999993,219.76440000000036,218.2761
Id_187,239.83930000000032,238.43929999999983,238.85350000000005,239.3691999999998
Id_188,251.97589999999988,250.9205999999999,251.2204000000004,251.12099999999973
Id_189,183.0744999999999,183.4896000000001,183.44220000000016,183.02250000000015
Id_190,214.6137999999999,213.77939999999973,214.35980000000015,214.69339999999988
Id_191,336.1177999999998,337.0622,337.2295000000006,337.18410000000034
Id_192,224.3048999999997,222.69210000000038,221.9227,222.03930000000003
Id_193,331.8423999999998,332.7398999999998,332.73039999999963,332.46649999999994
Id_194,303.3672000000006,300.5523999999997,300.5185000000002,300.9579000000003
Id_195,201.69860000000008,201.46019999999993,200.6442,200.71869999999987
Id_196,243.5247999999998,244.1695999999998,242.5430000000002,244.2973999999998
Id_197,188.4604999999999,189.0608000000003,188.68999999999977,188.40050000000008
Id_198,226.23730000000015,226.62670000000006,225.65719999999988,225.01399999999978
Id_199,182.96139999999997,182.69939999999977,182.59040000000002,182.3399000000002
Id_200,226.22290000000015,227.8937000000002,227.58370000000016,227.58130000000017
Id_201,256.2578999999999,253.17270000000005,253.42649999999986,253.66389999999973
Id_202,215.6988000000001,214.70870000000002,214.99210000000002,214.8006
Id_203,168.50840000000025,167.58519999999976,167.96210000000022,168.12509999999992
Id_204,178.88860000000022,179.02309999999977,178.88549999999992,178.94679999999983
Id_205,190.01500000000016,189.3067000000002,189.21769999999992,190.4851999999997
Id_206,171.68999999999994,171.72710000000015,172.16990000000027,171.91739999999987
Id_207,154.4132000000002,154.7361999999998,155.5940000000002,155.91380000000007
Id_208,175.16940000000005,174.9804000000002,174.6624999999998,174.5850000000002
Id_209,170.71519999999998,170.6956,170.6624,170.41869999999994
Id_210,175.78869999999995,175.26229999999998,175.7598000000001,175.89120000000003
Id_211,185.34309999999996,185.79269999999988,185.58139999999992,185.4261999999999
Id_212,292.1405000000005,292.11550000000034,292.1308000000002,292.12030000000055
Id_213,180.6754999999998,179.84309999999982,180.3473999999998,180.84669999999997
Id_214,198.79400000000004,199.19070000000002,199.22519999999986,198.26059999999978
Id_215,291.8734999999996,291.5545999999999,291.56039999999996,291.7598000000004
Id_216,198.04589999999993,198.14039999999997,197.44229999999962,197.82079999999993
Id_217,205.91229999999987,205.62770000000037,205.7279,207.21169999999984
Id_218,205.74810000000028,205.52070000000012,205.97719999999987,206.75430000000014
Id_219,188.8622999999999,189.0478000000002,189.27159999999992,189.49660000000014
Id_220,233.79280000000026,233.76089999999994,233.23219999999984,233.27990000000005
Id_221,233.95049999999992,233.64390000000012,233.29969999999992,233.3411
Id_222,187.97590000000002,188.26049999999995,187.7185999999999,188.0557999999997
Id_223,180.69050000000013,181.6582999999998,181.76399999999998,180.4097999999998
Id_224,186.9309999999998,186.93510000000026,186.87989999999994,187.1502
Id_225,213.02879999999996,213.0621000000002,213.15460000000002,212.93000000000012
Id_226,271.94940000000025,272.0293999999999,272.0915999999999,272.0515
Id_227,196.76579999999976,196.2073999999999,196.68639999999988,197.19749999999993
Id_228,184.1705999999998,184.1012999999997,184.09929999999994,184.09090000000003
Id_229,257.72639999999996,257.92470000000003,257.3599999999997,258.3453999999998
Id_230,142.93899999999982,142.82709999999975,142.54669999999993,142.76680000000002
Id_231,183.41830000000016,184.09959999999973,184.1607,183.85640000000015
Id_232,233.02160000000015,232.12959999999967,233.65100000000007,232.30940000000012
Id_233,282.4578000000001,283.1056999999999,284.6286999999996,284.55850000000004
Id_234,279.4377000000001,280.71659999999974,281.2177999999998,281.0321999999999
Id_235,231.02149999999986,230.3089999999998,230.2054000000002,229.73150000000038
Id_236,336.24820000000034,336.8947000000004,337.2129000000007,337.33430000000016
Id_237,210.0231000000001,207.97669999999994,208.95649999999995,209.60930000000016
Id_238,191.67060000000026,189.95449999999994,190.04349999999988,189.49809999999997
Id_239,331.7151000000002,332.3969999999999,332.60450000000003,332.69219999999973
Id_240,214.12999999999963,214.89209999999994,214.1695,214.5502000000003
Id_241,229.0547999999999,226.8958999999998,227.94540000000023,227.00719999999973
Id_242,328.6791000000002,329.6671999999995,329.37669999999997,328.9773999999997
Id_243,233.8060999999999,234.06889999999973,234.73149999999984,233.8698000000003
Id_244,277.88520000000045,277.79330000000033,277.87240000000014,277.65310000000005
Id_245,259.33469999999966,258.4653,258.7201000000001,258.6403999999997
Id_246,169.82330000000002,169.5573000000001,169.27460000000013,169.35609999999969
Id_247,160.23989999999986,161.35339999999988,160.53590000000017,161.62039999999973
Id_248,224.52029999999985,224.75859999999972,224.3676,224.8090999999999
Id_249,146.1921999999998,146.43280000000016,146.2437000000002,145.92309999999992
Id_250,172.35150000000016,172.62909999999997,172.68210000000013,172.33529999999996
Id_251,205.74839999999972,206.55459999999965,208.53179999999998,206.66449999999975
Id_252,285.6286000000002,284.9320999999996,284.87480000000045,284.7405000000002
Id_253,162.02509999999972,161.25070000000014,160.56129999999993,161.8566999999998
Id_254,284.9676999999997,284.6505000000002,283.9946999999996,284.24420000000043
Id_255,274.71569999999974,274.4731999999996,274.6035000000002,274.68749999999983
Id_256,169.53109999999978,166.6070000000002,167.06309999999982,167.26179999999974
Id_257,209.3007000000003,209.2229,209.3220000000001,209.29890000000003
Id_258,281.23009999999965,281.4612000000001,281.62919999999974,281.2409000000001
Id_259,195.43690000000035,195.15090000000015,195.5574000000003,195.47339999999988
Id_260,272.3402000000002,272.14589999999976,271.9821999999997,272.0263000000002
Id_261,213.1400999999998,213.59900000000025,212.76769999999976,214.0164000000001
Id_262,259.87979999999965,259.8877000000003,259.9615999999997,260.2905999999997
Id_263,184.56199999999993,184.19829999999976,184.59260000000003,184.4297000000001
Id_264,197.09309999999996,197.03029999999998,196.8666999999998,197.6690000000002
Id_265,140.40259999999986,141.20040000000012,141.60880000000014,140.56130000000013
Id_266,197.92769999999982,197.94609999999986,198.1757999999997,197.91049999999984
Id_267,303.36680000000064,300.1366000000004,300.2851999999998,299.9237
Id_268,239.46789999999982,239.45220000000015,239.2600000000004,240.02179999999967
Id_269,171.7962000000003,170.61499999999995,170.71889999999968,170.61510000000013
Id_270,314.4621999999998,313.8344999999996,313.53659999999985,313.76139999999987
Id_271,169.5902000000003,168.2013,168.33149999999998,168.39429999999996
Id_272,313.0767000000002,311.1047000000002,311.5369000000002,311.8707999999998
Id_273,211.05969999999976,211.98879999999997,212.41079999999968,211.9886000000003
Id_274,255.45090000000016,252.63319999999965,252.91420000000016,253.00009999999997
Id_275,191.96649999999997,191.74020000000021,192.4286999999999,192.42060000000004
Id_276,245.70130000000026,244.55480000000028,244.5043000000001,244.49029999999982
Id_277,210.03270000000012,209.94069999999977,209.00390000000013,209.74449999999982
Id_278,169.53730000000013,169.46150000000006,169.45469999999975,169.3380999999999
Id_279,215.29149999999993,214.4889999999998,214.89119999999974,214.98719999999983
Id_280,176.54990000000015,176.87889999999973,176.90329999999986,176.9815
Id_281,215.47,216.17110000000008,216.26789999999983,215.56800000000018
Id_282,181.6957,181.6366,181.45349999999985,181.70989999999986
Id_283,188.47130000000007,186.67120000000028,187.11150000000012,186.19000000000017
Id_284,297.0356000000001,296.73560000000003,296.5724999999999,297.0249999999997
Id_285,236.06499999999974,236.30119999999988,236.15780000000018,231.47869999999978
Id_286,197.57229999999984,198.11749999999986,197.69679999999974,197.74370000000002
Id_287,179.66250000000022,180.6377000000001,180.67240000000012,180.11990000000006
Id_288,185.06720000000007,187.21079999999998,188.34449999999987,187.14559999999975
Id_289,179.16099999999977,178.97090000000034,178.21209999999996,179.00810000000024
Id_290,297.24890000000045,296.7814999999998,296.8560000000001,296.8523000000004
Id_291,195.54430000000022,195.62400000000014,197.0429000000002,197.12710000000024
Id_292,267.1884000000002,267.10790000000026,266.7822999999998,266.6711000000002
Id_293,198.78600000000014,201.7630999999999,199.21350000000027,198.61180000000002
Id_294,264.06709999999975,263.8396999999999,263.71869999999956,263.94779999999975
Id_295,210.39620000000036,210.91950000000014,211.04519999999985,211.0139000000003
Id_296,191.79440000000002,192.36669999999992,192.20449999999985,191.9326
Id_297,228.46170000000012,227.94680000000028,227.75689999999975,227.6393000000002
Id_298,335.9814999999998,336.92790000000053,337.0357000000006,337.0912
Id_299,197.78550000000004,196.09540000000004,195.52039999999985,195.8973999999998
Id_300,311.0003999999999,308.39279999999957,308.5994999999996,308.66730000000047
Id_301,310.1465999999998,307.5353999999998,307.7168999999999,307.5441999999998
Id_302,252.6447999999997,255.20199999999954,254.96680000000023,256.1715999999997
Id_303,303.20420000000007,300.2937999999998,300.59069999999974,300.2036999999998
Id_304,217.08950000000007,216.53199999999967,215.4278000000003,216.2960000000003
Id_305,219.22199999999992,219.4603000000001,220.19490000000025,219.51510000000002
Id_306,229.43249999999975,229.99879999999968,228.69679999999997,228.66620000000023
Id_307,221.89439999999988,220.9766000000001,221.74219999999985,220.97770000000014
Id_308,195.5422000000001,195.4186000000001,195.9915000000002,195.5785000000002
Id_309,175.3881000000001,175.95290000000023,175.27070000000012,175.47859999999997
Id_310,173.10949999999994,173.81910000000025,173.42500000000007,172.89960000000022
Id_311,263.0596999999996,261.6741999999999,261.48919999999964,261.3607000000002
Id_312,138.5337999999998,138.4213999999999,137.89790000000016,137.5266000000001
Id_313,175.3229999999998,175.3843000000001,175.08479999999972,175.3537000000004
Id_314,171.71050000000022,171.9780000000002,171.98460000000017,171.98910000000004
Id_315,159.23799999999991,159.73800000000006,159.2293999999998,159.21450000000013
Id_316,158.8709000000002,158.95049999999992,158.5132999999998,158.29420000000022
Id_317,207.23330000000013,205.82039999999975,207.15040000000005,207.16109999999983
Id_318,303.4247000000004,303.1158999999997,303.11060000000015,303.18449999999945
Id_319,210.6684,210.06939999999975,209.97289999999992,210.55539999999968
Id_320,172.3182000000002,172.01760000000013,172.30860000000015,172.53809999999976
Id_321,206.53769999999977,205.8024,206.99730000000008,206.83229999999995
Id_322,166.34840000000003,165.62709999999979,165.91110000000012,165.98319999999984
Id_323,286.32489999999996,286.27859999999964,286.2630000000004,286.0686999999997
Id_324,171.13559999999978,171.53300000000033,171.07249999999993,171.43119999999988
Id_325,181.76179999999985,182.30629999999985,181.74890000000016,181.58019999999982
Id_326,171.84949999999986,171.9064,171.90849999999978,172.00810000000004
Id_327,140.4191,140.0128999999998,140.07450000000009,140.00760000000005
Id_328,177.47719999999978,176.68380000000013,177.09049999999982,176.57849999999996
Id_329,176.8735999999999,176.29539999999986,176.98430000000008,176.45579999999975
Id_330,181.85780000000003,181.29550000000006,181.09870000000004,181.70689999999988
Id_331,164.46609999999987,163.9592,163.84630000000024,164.17169999999965
Id_332,198.62820000000008,198.70919999999975,198.50369999999984,198.1909999999999
Id_333,213.5129,212.56500000000008,216.7343000000001,214.6468999999999
Id_334,183.95389999999995,183.2172999999999,183.28930000000022,183.3911
Id_335,184.63279999999992,184.41100000000017,184.36160000000032,184.64509999999999
Id_336,274.76669999999996,274.4637000000005,274.33129999999966,274.51749999999964
Id_337,180.57309999999984,180.2036999999999,180.56550000000007,180.19440000000003
Id_338,149.39859999999987,150.31820000000016,149.89659999999992,150.44740000000013
Id_339,233.68880000000013,233.5755000000001,233.75950000000023,233.19920000000005
Id_340,192.17669999999984,192.04960000000003,192.64370000000002,191.78049999999996
Id_341,214.71759999999998,214.46570000000014,212.98509999999996,213.17980000000003
Id_342,212.76189999999968,212.36689999999976,212.64179999999965,212.65169999999983
Id_343,205.56420000000003,205.4218,205.4272999999998,205.50170000000003
Id_344,199.5172999999999,199.03609999999998,198.8197,198.8061000000002
Id_345,197.64240000000012,198.8046999999999,197.78240000000022,197.47950000000023
Id_346,264.12130000000036,263.91850000000017,264.3909000000001,264.1209999999997
Id_347,250.40580000000034,249.8057999999997,249.93069999999997,250.32790000000008
Id_348,215.17510000000024,215.89700000000002,216.2184,216.5797000000002
Id_349,193.4755000000001,194.97060000000008,194.83489999999992,194.6038
Id_350,342.8761000000006,342.78980000000047,342.7202000000003,343.1655000000003
Id_351,262.5342999999998,261.9807000000001,262.78999999999957,261.6606999999997
Id_352,254.0858999999998,253.01830000000007,253.7525999999997,253.73260000000016
Id_353,281.05900000000025,281.0139999999999,281.25870000000015,281.2817
Id_354,254.50840000000022,255.9548999999996,254.1911,254.2445999999996
Id_355,291.6989999999999,289.4357999999995,289.51070000000004,289.76520000000005
Id_356,298.651,295.99979999999965,296.23620000000005,296.2277999999999
Id_357,251.20560000000015,249.46689999999987,250.13120000000018,250.37039999999996
Id_358,380.0201,379.1825000000003,379.0117000000002,379.19929999999994
Id_359,253.68599999999984,253.76780000000025,252.67019999999997,253.52170000000032
Id_360,206.66170000000008,206.68189999999998,206.91869999999994,206.0920000000003
Id_361,155.1305000000001,154.79399999999998,154.9883000000002,155.0642999999999
Id_362,221.75419999999997,219.64310000000015,219.6318000000002,219.9531999999999
Id_363,220.9816000000001,218.88489999999967,219.40429999999998,219.43750000000014
Id_364,330.4812,331.4191000000004,331.1850000000005,331.4994000000003
Id_365,336.40580000000045,337.07470000000046,337.3639000000008,337.5031000000002
Id_366,253.4465,257.9850000000001,257.45079999999984,259.06530000000004
Id_367,241.10489999999987,240.83660000000017,240.38339999999963,239.56460000000018
Id_368,314.38609999999966,313.64120000000025,313.60360000000054,313.6426000000002
Id_369,272.77210000000036,272.4019000000001,272.7089000000003,272.31650000000025
Id_370,259.6725000000001,258.6931000000001,258.6144999999999,258.62720000000013
Id_371,223.61710000000014,223.61830000000032,223.78440000000006,223.66229999999993
Id_372,206.83730000000023,207.07739999999987,206.94979999999964,206.6484999999998
Id_373,256.8862999999998,253.70520000000008,254.1377000000003,254.10719999999998
Id_374,202.3537999999999,203.03449999999975,202.91740000000016,202.8044999999999
Id_375,177.26939999999988,177.97630000000012,177.98710000000005,177.70729999999995
Id_376,175.72289999999967,175.9275999999999,175.89949999999993,175.97070000000008
Id_377,157.52219999999977,157.8577,156.82569999999998,157.25060000000013
Id_378,176.99049999999974,176.80329999999975,176.53240000000028,176.80349999999981
Id_379,178.6108000000003,178.7868000000002,178.00099999999998,178.1581000000002
Id_380,165.74389999999988,165.70650000000006,165.6284999999999,165.45420000000013
Id_381,166.52139999999997,166.4264999999998,166.49299999999982,166.4301999999999
Id_382,191.44960000000026,191.7387000000001,191.24760000000003,191.96649999999997
Id_383,277.0515999999996,277.39329999999956,277.2956000000003,277.32509999999974
